RegionName	State	Metro	StateCodeFIPS	MunicipalCodeFIPS	SizeRank	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08
Lincoln County	NC	Charlotte-Concord-Gastonia	37	109	694																																																220000	225000	229990	229795	237900	238000	244900	238250	233495	234400	229800	227000	224000	225990	230000	233990	239900	248500	249900	249950	250000	250000	259051.5	257910	259945	263670	289900	280000	299990	302791.5	299900	299900	299950	299945	299900	309900	299000	298450	297940	309900	310000	319490	310000	299900	299900	304900	309900	314950	314950	326990	326643	325000	320245	319126.5	314000	309047.5	299900	306990	309000	303695	306397	303120	318400	323450	325900	333990	329000	334538	329000
Surry County	NC	Mount Airy	37	171	735																																																																		182500	180000	164999	166999.5	169250	150000	149900	149900	144250	142200	139900	140000	149950	149900	149900	149900	148900	139900	145000	139900	135000	138000	139900	147000	149950	156900	159900	149900	150000	153000	151450	149900	149900	150000	154900	152400	154000	159900	159950	159900	159900	159900	163950	158250	166750	174950	169900	171200	174900	164900	159900
Wilkes County	NC	North Wilkesboro	37	193	765	179900	179900	174000	174500	174500	176200	171400	168700	164900	168600	169050	168400	166650	179900	169950	164900	175400	179450	169900	172400	174950	174900	179900	179000	169900	169900	169900	159900	159900	159900	159000	164900	164900	168000	155000	149900	149900	143950	149900	159000	159900	165000	169900	165000	165000	167000	162000	162000	159000	150000	159900	160000	169900	169450	172250	177700	169900	169900	169900	169900	165000	169900	169949.5	174900	174250	174900	178000	179900	179450	175000	179900	179900	172500	170000	179900	189000	179900	179949.5	189000	185000	183750	179900	177000	169900	177000	179900	185000	189900	189900	195000	187700	187700	189500	189900	189900	194450	189900	189500	189500	186700	189900	189250	189900	189999	199000	189900	195000	189900	189900	189950	179900	189700	194900	197500	197200	195000
Rutherford County	NC	Forest City	37	161	776	199500	199000	194000	197500	189900	189900	189900	185000	190000	199000	199900	198900	195000	199000	197500	197200	199000	199500	189900	187000	180000	179900	179900	174900	170000	164950	164950	164900	162000	165000	169000	162450	169900	168750	169900	175000	175000	179000	184950	188300	189900	190000	187300	194900	194500	189900	186000	189000	182200	179900	180000	189000	189900	189900	189900	195450	195000	189900	194950	193950	181250	185000	189900	191499.5	189900	189900	189000	187500	189000	189900	189900	189900	189000	189000	189000	195000	199900	2.00E+05	2.00E+05	209000	204900	209900	199900	199900	199900	195000	195000	199000	219450	224900	229900	229000	237250	229000	228250	230000	229000	229900	235550	228225	225000	229000	237750	239000	239500	239000	249000	249000	239000	229900	229000	239900	249900	247000	255000	255000
Carteret County	NC	Morehead City	37	031	789	329000	330000	329000	325000	329000	329000	325000	324900	324900	324900	320000	315000	299900	299900	3.00E+05	311500	311000	302500	299900	304950	310000	299999.5	299900	299000	298500	279950	285500	285000	279900	280000	276000	275000	275000	274900	270499.5	269000	270999	269900	269057	269900	269900	274900	271500	274900	275000	275000	269000	265000	265000	269900	272999	277500	278252	275000	275000	279000	279500	279000	279900	280000	285000	290000	286450	292242	288900	284900	279900	284900	284000	280000	276500	275000	274900	279900	285000	279900	278450	275000	275000	284850	285000	289000	284650	280000	284500	285000	287500	289250	289000	293312	299000	299000	299000	299000	299000	295000	295000	299900	299900	299900	3.00E+05	309000	305000	304000	309000	308995	299999	299900	299900	304500	299500	305000	304700	309000	315000	314900
Chatham County	NC	Durham-Chapel Hill	37	037	820	329000	335000	319000	314450	313250	3.00E+05	311024	311024	319900	319000	312265	307900	299990	299900	299900	299900	302700	300990	299990	298950	299990	305490	299970	290500	312900	314000	309999.5	3.00E+05	3.00E+05	299900	309613	299900	299900	309900	299900	292000	295990	312000	324900	349900	330000	343945	340923	333990	339990	348898	349000	337050	334595	345800	356990	361990	369450	375000	375000	379850	374400	384850	367000	370900	362000	367450	374900	384995	399990	407350	4.00E+05	392700	399900	399000	399250	396999.5	400631	413990	429994.5	449800	449945	450000	439900	430000	429945	449900	450000	439990	429999.5	429994.5	450000	450000	450000	450000	450000	447890	450000	453245	449990	450000	450000	449990	449990	449900	449450	452990	448995	434900	450000	453546	464495	475000	465995	465000	475000	465000	479000	479700	459900	459995
Sampson County	NC		37	163	823	172900	192900	171400	189900	179750	159900	158950	154900	136450	149900	155000	141250	135950	134900	135900	147500	159900	168500	165900	165000	149900	158000	144500	137450	139900	139900	140000	135000	149450	152000	152000	159950	149900	148000	159900	149950	148950	148000	152250	150000	149900	149450	149900	165450	169900	166825	157250	162000	163250	169000	168750	157900	149900	164500	161000	144950	149900	148900	142450	146900	139000	139000	136700	136447.5	128900	130000	134950	139900	141900	139900	139900	139900	144950	137400	139900	158000	149900	140450	148200	143000	142000	145900	149900	143950	141450	137450	139900	149900	149900	151200	138091	149900	152900	149900	143700	143700	134900	143200	145600	149900	146900	149000	159000	158000	155000	155000	155000	154950	161900	168000	168000	175000	185900	184900	179900	175000
Franklin County	NC	Raleigh	37	069	851	184950	187000	184900	180000	181100	189450	185000	184900	189700	185000	185000	175500	179900	179900	174550	179000	177990	169900	169900	167900	169000	161250	162500	166945	159900	158000	159900	159900	153700	153500	151250	159000	159950	165900	169900	159900	179950	189450	184900	175000	179900	184900	188700	191000	185000	189900	185000	189900	188450	2.00E+05	206000	199900	199900	195000	199900	199900	199000	179990	179999	185000	180000	184900	180100	193995	209900	215000	224900	225000	219990	219990	218750	221595	219950	223414	215000	215000	220000	219900	223590	221340	229900	235000	239900	242200	246900	249900	245000	249900	249950	240490	241490	244490	245000	245252.5	249800	250000	256695	258490	250000	258000	250000	250000	250510	249900	253990	257500	254900	254445	259900	259990	259900	253990	255000	262999	259700	261900
Stanly County	NC	Albemarle	37	167	852	169500	168000	164900	167645	169500	164950	164900	164900	159900	159900	159900	159900	154950	150000	154900	159900	164900	164900	168000	165900	155900	149950	146500	145000	142500	139900	144500	139900	139900	139500	139250	139250	139250	139950	139900	139000	139900	145000	146000	149500	150000	155000	155950	149600	149900	149900	159000	159000	149200	149900	164900	164900	164900	164900	164900	164900	164150	153000	164900	169900	164900	162950	159250	159950	159900	159500	164900	164900	159200	164900	164900	164400	164150	159900	174500	179950	180000	180000	179900	179500	174950	171900	175400	167250	166000	169980	172900	181900	184900	189900	199500	199900	209400	215000	214400	205000	206900	199900	210400	199900	209500	213500	214900	215000	215000	209700	215000	219000	211505	222900	223150	233150	238900	235000	234900	235000
Granville County	NC	Oxford	37	077	860	175000	175000	184900	179900	179900	179900	176700	177495	179900	179700	174900	174500	177990	178500	176900	172500	176400	178499.5	176400	174900	175000	175000	174900	169950	169900	169900	173000	175000	174900	174500	174500	174200	167750	165000	165000	165000	165000	169900	168950	174500	175000	174900	169900	169900	169900	165000	168987	164900	162000	169900	167500	169443.5	174500	179250	182000	184000	177480	176290	186250	183000	179425.5	179000	180490	184900	189900	189700	187000	179450	175000	189000	189000	189900	190000	189950	189900	212000	196249.5	219000	209200	231000	231000	225000	231000	235000	229900	227900	224700	222000	224500	225000	229900	224950	229900	236500	239560	238950	239900	254950	247450	249400	229900	234899	234899	225000	235000	239900	243200	245000	258000	255000	259900	264950	265000	269475	274505	272490
Lenoir County	NC	Kinston	37	107	865	125333	124900	125616.5	119900	120000	124900	120000	119900	122900	119450	119900	118000	118900	115000	118950	114900	117000	119900	124900	118900	115450	114900	114900	113950	119900	119900	124900	119000	118250	119900	119900	124945	115450	114900	113000	110000	110000	114900	113000	113500	114900	115000	118900	118900	119450	119900	118900	114700	110000	99999	99000	99000	105000	104250	107950	109000	107400	119900	119900	119900	119900	112250	110000	110000	113900	119000	116900	114900	110900	115000	113000	114900	114000	114500	114500	119250	119900	119900	119000	115950	115000	115000	114900	114900	113500	114000	114900	124900	124900	116000	118900	118000	118000	114900	112000	114900	114900	114900	114950	113450	115000	113000	114000	115000	115000	115000	119000	115000	112900	109500	118950	116450	117500	114450	117500	112000
Haywood County	NC	Asheville	37	087	868	249900	249900	249000	245000	245000	245000	248750	247000	249900	240000	244900	237000	231500	229750	229000	229000	229000	225000	225000	228900	225000	224900	219000	215000	220000	215000	219000	210000	215000	215000	214900	207000	209000	199900	2.00E+05	2.00E+05	2.00E+05	204900	216000	219000	224500	225000	224000	219000	215000	215000	215000	214900	199999.5	209950	214700	214900	219900	215000	218450	219900	219900	214700	210000	208500	199500	199000	194950	199000	199500	209000	214450	215000	216000	219000	225000	220900	225450	225000	225000	229900	234000	235000	239900	240000	239900	239000	236500	235000	239700	239500	239900	249900	265000	260000	259000	264950	259000	254000	265000	259900	259000	259500	250000	250000	255000	259000	269000	274900	275000	279000	279000	279250	269700	267000	259900	266750	269500	279900	278390	275000
Columbus County	NC		37	047	877	139900	140000	139450	145000	136500	139900	147000	149000	149000	139900	137000	137000	133000	126500	128000	128000	136900	139900	136900	137950	134900	132500	125900	122900	124500	124900	125000	125000	125000	129000	125000	135000	129500	125000	129900	124900	125500	139000	139500	139900	139900	145000	145000	140000	139900	136950	137450	134950	132000	130000	135000	136950	139000	138500	139950	139000	139900	139900	148950	149900	147000	148000	149000	150000	149900	149900	151950	153900	154900	151700	149900	148375	139900	139250	147300	148600	139250	139000	149000	149000	143400	138250	139500	134450	139000	139000	147000	139250	149000	139950	149450	141200	139500	137500	130500	127750	127500	128000	131250	134000	136500	139000	145888	140000	149000	152000	159450	159000	155450	144500	143950	149900	145000	148900	140000	139900
Lee County	NC	Sanford	37	105	879	179900	179700	174900	174900	171500	170750	169000	168000	169250	169500	169500	164975	169500	168500	169900	169950	173000	167900	159900	159900	159900	159900	165000	166325	163500	160000	160000	154900	158480	152900	149500	149900	145000	144900	149250	147990	149900	149700	154900	159900	159900	159900	158500	151000	155000	149500	149700	145000	143000	142500	142250	148500	157900	157500	159990	159900	159900	159900	159900	155300	150000	159900	159000	159425	159900	159900	159900	162000	164900	167000	169995	169995	165000	164900	165000	169700	175000	185000	194000	189500	179900	174900	172700	168400	179900	174700	174900	179900	178377.5	179900	184900	176540	175757.5	175250	177950	177180	179900	179135	179900	185000	187400	178375	174989	174700	174500	174900	174500	169500	178687.5	180000	184000	184000	187000	188000	189700	189825
Edgecombe County	NC	Rocky Mount	37	065	890	74000	76500	74900	75000	75000	74900	74999.5	74900	79500	78000	79500	76000	76000	74999.5	75000	76000	75000	72000	69900	71900	74900	75000	70950	74900	72900	70000	70000	69900	69900	69900	69500	70000	79450	79950	84000	79950	79000	78500	82400	79000	79000	73650	72000	71700	74900	74900	74700	74400	77500	79000	74950	78000	74900	77900	76900	74900	69900	73000	74450	74900	75900	74900	77900	75000	78000	78750	74000	75250	75700	79000	79250	79500	79500	79250	75000	78875	79700	79000	76900	77500	79900	77900	79000	79450	78800	75000	73625	77500	76250	72200	79900	77999.5	79900	79900	83400	79999.5	79500	79900	79900	83900	79900	81500	80000	78000	79900	75000	75000	77500	67750	68000	75000	74950	76900	79000	76881.5	79000
Halifax County	NC	Roanoke Rapids	37	083	913	155950	157500	161250	160000	157000	154950	154900	152950	150000	157000	157950	149900	140000	148900	145000	134500	132500	134900	134700	137500	137900	134900	136450	133700	129900	127500	129900	132000	134900	132700	129900	126900	124500	125000	125000	125000	119900	119500	114950	114900	115000	115000	115000	117250	119000	118750	119250	110000	109900	1.00E+05	110000	115000	127950	119950	119800	123900	129500	129700	118500	115000	114900	115500	119250	120000	121250	125000	131400	129900	129900	126400	134500	129900	129450	125000	119500	119700	119900	124950	129000	129500	126900	119450	119900	119000	124900	116500	119450	127200	124900	119900	119900	124950	124900	132000	124900	124900	119900	111000	114500	124950	120000	126850	126850	114900	119000	120000	114950	114900	112842.5	113000	118450	120000	124950	124900	119900	122500
Pender County	NC	Wilmington	37	141	948	259000	251000	249900	245000	249000	245000	239961	240000	239900	239900	234950	228500	225000	219000	230000	229900	233000	229000	223358.5	225000	220225	229000	229450	222400	220112.5	225000	221256	220000	215000	224050	225000	229900	222900	214049	214024.5	220000	224950	226175	229000	234900	240722.5	242500	243950	243900	242840	243900	239900	239900	239900	245000	249900	258950	253900	254900	258950	259900	250000	252400	259000	252400	250586.5	259000	259900	265000	269000	268900	269900	268950	269900	265000	269000	270000	269000	267900	269900	269900	269156	268500	269000	269500	267900	268750	265000	267900	265000	279900	279900	284900	284900	289000	279900	287500	289900	289000	293000	295000	293500	285300	294000	289900	295000	295000	299500	299500	305000	299824.5	299500	299900	310195.5	306521	3.00E+05	310000	315000	314900	317840	315000
Watauga County	NC	Boone	37	189	962	349000	339900	339000	339000	335000	339000	339500	339000	339900	344000	339950	329900	329000	325000	325900	319000	319000	319000	299900	299900	299000	299000	299000	299000	299000	299000	298700	299000	299000	299000	299000	285450	289000	289900	289900	289000	285000	275000	279000	285000	295000	299000	299000	298900	299000	299000	299000	297000	289000	289900	294900	295000	289999	292500	299000	299000	297500	299000	289900	295000	289900	289000	285000	289500	290400	299000	298000	298000	299000	299000	299000	299000	299000	299000	289900	295000	299000	299000	299000	299000	299500	299900	299000	299000	298000	289900	295000	299000	298000	310000	315000	319450	324900	329000	325000	325000	325000	329450	337000	338000	339250	350000	350000	349900	347500	339900	349000	349000	349000	359000	349900	354700	365000	369900	375000	379000
Beaufort County	NC	Washington	37	013	1005	225900	218750	229000	210000	205000	199900	199900	199900	199500	199900	199000	185900	192400	195000	189949.5	189999	199000	195000	188500	189900	189900	195000	196750	189000	199000	199500	199500	190000	189000	188000	189000	185000	179900	180950	193200	193200	199900	199900	199900	199900	199900	199900	183700	182500	189000	185000	189000	195000	195000	187900	185000	189900	189000	189450	189000	189000	189000	189000	189000	186250	185000	198000	199900	199900	209900	199900	198750	197900	199900	199900	196000	194000	195000	195900	199900	199000	2.00E+05	198650	199500	198650	199900	217500	218500	219900	218000	218700	229000	239900	249900	249000	249000	229000	219250	224900	219000	215000	227500	225688.5	238400	239950	237950	249900	245000	244900	247250	239900	229900	229900	234000	239900	239200	235000	239000	235000	235000	244000
Stokes County	NC	Winston-Salem	37	169	1014	165950	164000	159400	159900	159900	159900	159900	159000	159000	155000	154900	150000	149900	154900	157950	149900	151900	158900	154900	154900	159700	156900	149900	149500	149900	149900	150000	149900	145902.5	145902.5	149800	145900	139450	144950	150600	144500	149900	149900	150000	152950	149900	149000	146900	146400	146400	150000	154900	150000	154900	140200	139000	144900	149900	156450	149900	149900	161750	153900	153900	149900	149900	149000	148250	145900	149900	163500	169900	174900	169900	164200	159900	164900	159900	159900	159950	170150	170000	159950	144950	148950	146900	149900	155400	154900	164900	172900	189900	184900	204500	193400	188200	181900	179050	178600	173450	167900	172000	172000	172250	188500	183900	189000	187500	179900	179900	179900	179450	180000	179900	179200	189900	189000	189900	204900	194900	189900
Hoke County	NC	Fayetteville	37	093	1021	157900	151499.5	150302.5	150705	149900	153250	153500	156500	157750	160900	161500	160000	159950	162500	163500	164900	164950	164950	166700	166900	168950	168000	166900	166900	172000	177500	175000	175900	175900	174900	174900	172900	169935	172950	171250	172900	170500	169900	173949.5	174900	178900	178900	176650	177500	176900	176000	175990	197900	176245	179000	175000	174900	172000	169950	172000	175000	172900	169700	165500	165500	169900	172900	169900	169900	169250	166750	165000	164900	162700	163900	164750	164500	163200	164600	165000	168950	169900	169900	169900	169900	169500	168925	169000	172000	179000	184700	183900	178500	178500	185000	184700	181950	182000	179900	178500	174900	174990	179900	174945	180000	179900	179700	179950	183500	187000	186000	189900	205950	219475	220000	219900	215900	212900	212699.5	209900	208500
Richmond County	NC	Rockingham	37	153	1029	90000	93000	98950	99900	93900	95500	99900	104000	109900	111900	99950	106000	99450	95000	94900	99900	99950	99900	99900	99900	96900	92000	89900	89000	88750	89900	89125	89900	95200	95200	99000	89900	89900	89900	89000	84900	80000	79900	81500	84900	88000	88450	88950	87000	89900	86000	89900	89900	89900	94450	99900	94950	90000	95000	94950	89950	93400	99900	99900	99000	98000	99949.5	109000	111950	107400	99900	99949.5	98000	99900	99500	98850	98500	91500	94950	99000	106900	112500	110000	110250	110000	111950	113900	114950	110000	110000	113950	115000	113500	108500	105000	103900	107000	115000	120000	119000	109900	109900	109900	114950	120500	129450	129450	119000	114000	113900	114500	114000	109950	116750	112000	114900	114900	115900	115900	114900	114900
Vance County	NC	Henderson	37	181	1051	165000	160000	164900	154400	149500	150000	156700	149900	139000	139450	149000	137250	129900	129900	129900	129000	139900	146700	139900	140000	142500	145900	149900	149900	155000	145450	149950	149500	149900	144900	139900	139900	129900	125000	129000	129450	119900	119900	119900	117950	121000	129900	122500	124000	124900	129900	125000	119900	118000	122900	124900	124900	119900	121900	119900	126500	122700	124400	139900	137200	135000	132900	134900	129900	149000	149250	150000	150000	147000	145000	140000	143000	143000	139900	144900	144900	144850	144900	159900	144900	154990	150000	139900	139900	129900	125700	139000	145750	149999.5	145000	147450	155269	151999.5	144950	149999	155000	149949.5	127500	139900	149900	140000	139000	149000	142500	149000	145000	149000	149450	145000	139900	149950	150000	162500	177000	171451	159900
McDowell County	NC	Marion	37	111	1060	179450	174900	174900	169450	168500	169900	169900	179900	179000	179450	179900	179450	169900	174450	169900	169900	164900	164900	168900	169900	174945	174900	169750	159900	159900	153000	159900	149900	155000	158500	165000	164900	159800	164900	163250	159900	169000	172500	172900	174900	169900	179250	182645	182900	180000	179900	183950	180000	179000	179900	177499.5	175949.5	174900	179000	179900	184500	189000	188482	183991	181250	175000	159946.5	174900	179900	185000	195750	189950	193000	199250	199500	213450	190000	189900	184900	190000	2.00E+05	218450	222450	225500	229000	237500	235500	248450	252450	249450	239900	222500	249700	249900	249900	249900	249900	259900	254249.5	249900	249900	239900	229900	239900	229500	235000	235000	237000	249949.5	269000	259950	241200	246000	235000	239900	249500	265000	277450	265000	258000	249700
Davie County	NC	Winston-Salem	37	059	1140	202932	198450	197200	199900	215000	206900	219900	215000	215000	208450	219900	219900	219900	202500	206900	219900	218950	204950	213200	209900	210900	209900	201330	209445	216950	215000	190000	190000	190000	188000	186445	184900	184700	184700	179900	179950	174900	174500	179900	179900	184900	184950	199900	199900	199900	194900	188900	183900	189900	192450	199500	204900	211000	217500	210000	207000	197990	189700	189900	185000	188000	189900	189450	191990	199000	199500	199900	195500	193045	199000	197595	198700	199190	189950	199000	215000	216900	219000	224400	218000	215000	215000	213150	211610	212900	204950	211700	215700	224900	229000	225000	219900	219900	215900	220000	229900	231200	224900	217900	225000	230750	235200	234950	235000	234900	236700	235000	234950	244750	244000	249900	248500	244900	239900	239900	236600
Pasquotank County	NC	Elizabeth City	37	139	1151	189900	187500	179500	175450	175000	173900	169900	165000	162000	162500	165250	159900	162500	162500	159900	155000	167000	165000	173700	172500	169900	162900	159900	159000	154900	150000	145000	149700	145000	139950	136500	139450	139900	146500	149900	149500	148000	155000	150000	152700	152900	149900	150000	156700	154900	154900	153900	154900	155000	149900	155900	150000	149900	149900	149900	149000	148250	140000	139950	139900	145000	148000	147500	159900	153000	153950	148350	148700	149500	149900	153400	152900	160000	175000	175700	175000	177500	179000	179000	173998.5	165900	159900	155000	157000	165000	169000	169500	179900	185000	186850	179900	179000	186450	189900	179450	179900	179900	179900	179900	182000	178400	175838	179900	179900	175725	172400	172500	165000	177450	187500	189900	198450	199000	197400	199900	199250
Jackson County	NC	Cullowhee	37	099	1156	299000	299000	299900	299000	350000	349000	319000	349000	333500	327000	324900	325000	319000	299900	319375	325000	319750	319000	299700	299000	299000	299000	299000	298000	289900	299000	297750	302900	299000	290000	289900	285000	290000	289000	299000	289000	316750	299900	307450	299000	299000	297875	299000	299500	335900	340000	299900	299000	295000	289000	294900	297375	297000	297375	299000	299900	299000	299900	295000	299000	290950	299000	285000	299000	280950	299950	314900	324900	323620	315000	324000	320000	319500	299000	309000	325000	329900	329500	330000	329000	329000	329000	329000	324250	325000	320000	329000	329000	339250	349000	349000	350000	360000	369900	370000	369000	375000	360000	350000	369900	375000	379900	379900	388500	389000	387500	385000	385500	385000	375000	377000	382500	385000	389900	394900	399000
Person County	NC	Durham-Chapel Hill	37	145	1170																																																															205950	195500	185000	189500	198999	189000	191875	172000	171500	170000	170000	174750	189750	178500	194200	194000	189000	197400	189650	179000	179900	174500	171250	191250	194900	199950	199450	191450	215400	193000	184820	194900	189000	189000	188400	188700	198750	225000	220500	219900	219900	217900	220000	220000	233249.5	249000	243200	250000	250000	250000	248950	247750	247750	235250
Yadkin County	NC	Winston-Salem	37	197	1195																																																																																																						164000	148200	158900	156450	151250	150000	149900	159900	165000	159900	161950	167900	167700	165900	159950
Alexander County	NC	Hickory-Lenoir-Morganton	37	003	1216	149000	149900	149900	155000	155000	156300	157950	150000	149900	148450	147900	139900	139900	139900	139900	139900	149900	149900	154950	149900	150000	139900	139900	135000	135000	139900	139900	150000	149950	149900	159500	150000	157450	150000	149900	156950	164900	171200	174900	175000	171200	169900	159900	159900	164900	165000	169900	162300	160850	159900	159950	161700	159900	159900	159900	165000	151850	155000	157000	149900	149900	149900	160000	174900	179450	181000	184000	179900	184000	186250	187500	169900	169950	164750	179900	196950	195000	194900	189900	183350	177900	168200	168200	160000	162500	169900	165000	185000	189900	194500	195900	177410.5	189900	197400	219900	222500	234250	204950	202500	209450	199950	189900	192000	199900	189950	190000	179900	199900	199950	194950	192450	199900	202500	219350	219950	234950
Scotland County	NC	Laurinburg	37	165	1250																																																																																					129000	128950	133450	129000	133450	130950	132900	129900	139900	142400	146950	137450	144543	149950	139900	154000	133250	129900	125750	119450	121000	122350	122750	124500	119900	117250	117250	122900	122950	124900	124999	124900
Bladen County	NC		37	017	1272																																																																																																							139500	139900	147900	164950	166000	166000	164950	164900	164900	169900	169950	180750	189900	189900
Macon County	NC		37	113	1300	325000	299500	299000	290000	299900	299900	299900	299500	299000	296500	299000	298000	299000	277000	298000	299000	299000	295000	289000	289000	288000	295000	292250	296000	295500	298000	289000	299000	275000	275000	275000	285000	275000	274000	277000	294000	299000	299000	3.00E+05	319000	325000	325000	325000	329000	329900	310000	299000	299500	299900	299000	299000	297500	295500	289000	285000	276500	269700	269000	279000	265000	255000	249900	245000	244900	240000	269000	269900	259900	265000	261250	269000	264500	259900	249900	249000	249000	259900	260950	269450	274950	275000	274900	270000	279000	275000	269450	265000	289000	290000	295000	295000	298000	299000	298000	299000	299450	299000	299000	299000	299900	3.00E+05	299950	315000	325000	325000	329000	329900	329000	325000	299900	299900	299900	311000	306250	310000	299900
Dare County	NC	Kill Devil Hills	37	055	1301	394950	389900	384950	379000	374900	369900	365000	368500	369900	369950	369000	359000	359000	349000	359999.5	369000	364950	369000	369000	365000	360000	359900	351950	349900	349900	349000	349000	349900	339000	339900	339000	335000	335000	345000	349000	349000	349000	349000	349900	349000	349000	359000	349000	349000	349000	349000	349000	343450	349250	349500	349900	349000	347000	344900	339000	339900	345450	345000	349000	349000	345000	349900	349000	350000	349950	361325	359900	369000	370000	366250	374250	369000	369900	390000	369450	379500	389000	389900	399000	399000	399000	399900	399900	399000	399900	399949.5	399949.5	405000	419000	415000	415000	415000	419900	419000	415000	419000	419000	419000	419000	439000	437500	432000	420000	416000	419000	424900	419000	424500	425000	419000	420000	423900	425000	429500	429500	429000
Transylvania County	NC	Brevard	37	175	1325	342000	337000	326250	324900	329000	329250	335000	325000	325000	325000	324900	299900	299900	317500	316250	319000	320000	309950	299250	299000	299000	299000	289650	290000	289000	289000	289900	299000	299000	299000	296000	295000	296000	294000	290000	298400	299000	298000	299000	298000	299000	299500	306957.5	299900	312500	319000	311200	3.00E+05	299000	295400	299000	299900	299950	299000	299000	299000	299000	299000	295000	295000	295000	295000	294500	289700	289900	295000	289000	289000	285000	292000	298500	299000	299000	324900	325000	329000	325000	339000	339000	339000	337000	339000	339000	347500	325000	320000	325000	329000	333375	344800	349000	349250	349900	359000	369000	369950	350000	354900	350000	339000	344950	332000	345143	348000	358500	359000	364000	365000	379450	379000	365000	374900	381500	379000	383000	389900
Cherokee County	NC		37	039	1472	189900	189900	189000	185900	179900	179900	179500	169900	169900	169000	168450	159900	159900	156500	159000	159000	159000	154500	155000	149900	149500	149000	148500	139000	149000	149000	149900	149900	149900	149900	149900	150000	149900	149500	149900	150000	154900	149900	152900	154000	159000	159850	159750	159000	159800	159000	163000	159900	159900	159900	159850	159000	157500	159800	159000	159950	159900	159950	161500	159900	165000	165000	165000	167900	169000	173450	164900	165000	167000	159900	159900	159900	159850	159900	160000	163000	164900	165000	162900	159900	159900	159900	159000	159000	159900	159900	160000	164000	169700	169900	169900	169900	174900	172900	169900	172700	168900	164700	168950	174900	184950	186900	189000	179900	184000	184950	183500	184900	184500	184900	184500	186350	179900	182500	179900	179900
Ashe County	NC		37	009	1474	269700	269500	272200	267900	268450	269900	265000	259000	259950	266000	269000	269000	269250	269000	265000	269000	269000	264950	259900	259000	249900	255000	250000	249500	249500	239500	244450	234000	239000	239000	234450	235000	224900	227750	224900	227000	239000	234000	228500	225000	229450	235200	239900	225000	239900	244900	239000	229900	238700	239000	239900	244900	239000	232250	235000	237000	239900	239900	234000	237450	242000	249000	248800	244900	236950	229900	225000	224900	228375	225000	225000	225000	229900	239500	244250	239900	244900	244900	244900	246950	248000	245900	248000	245000	245000	249333	249900	249900	249700	249900	249900	249900	249000	249000	249000	249900	254624.5	250000	249900	255800	255000	260000	259900	259450	259000	255000	255200	256250	250000	259900	259900	261450	272000	269950	267700	274900
Currituck County	NC	Virginia Beach-Norfolk-Newport News	37	053	1587	349450	339900	344900	339850	329900	332250	339000	349000	349000	349900	350000	349000	348900	327975	343500	348450	339900	344950	369000	374450	384000	385000	375000	381950	375000	385000	349000	375000	329900	339900	349900	339900	354900	347000	342500	339450	349000	349000	375000	369900	389000	409700	349900	354865	354865	369400	363860	369900	369000	359000	369900	359000	387850	377700	369900	347500	345000	359000	369900	359450	349900	389000	369900	374400	339000	349000	349900	359000	359700	365000	374900	386000	429000	430000	385000	379000	385000	359000	349948.5	362450	362725	379900	374900	369950	374445	369000	374995	385000	382450	379000	375000	363450	359950	365000	376500	355000	341400	336325	345850	346035	339000	358612.5	349000	349227.5	352898	359066	361636	359900	358405	362802	374466	380840	379900	373900	369900	375000
Bertie County	NC		37	015	1685																																																																																																									52900	55000	55000	55000	53450	55000	55000	57000	57000	59700	62500	61200
Warren County	NC		37	185	1699																																																																																																			295000	299000	299000	299700	297000	315000	280000	273750	255950	220000	227900	250950	248900	270750	275000	244900	232900	249000
