,Region Code	Region Name	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
37129	New Hanover County, NC	82.996	87.4	91.4	94.4	96.7	98.6	99.8	101.5	100.7	101.6	103.471	105.368	107.489	108.586	110.154	112.014	114.273	115.934	116.958	118.238	121.14	125.53	128.946	133.358	138.365	143.95	148.892	153.079	156.948	158.774	160.811	163.81	167.057	170.24	176.022	182.41	187.017	190.058	192.722	194.732	203.284	205.966	209.045	212.921	215.963	219.422	224.809	228.728	232.256	234.473
37131	Northampton County, NC	23.099	23.9	23.9	23.0	22.8	22.9	23.0	23.0	23.0	22.8	22.195	22.084	21.941	21.863	21.897	21.912	21.957	21.547	21.184	20.939	21.032	21.051	20.983	21.027	21.202	21.507	21.744	21.884	21.986	21.981	21.99	21.785	21.565	21.366	21.02	20.982	20.697	20.658	20.423	20.077	22.039	21.916	21.285	20.856	20.652	20.533	20.127	19.89	19.698	19.483
37133	Onslow County, NC	103.126	100.8	94.7	93.2	96.4	112.7	115.3	116.4	118.5	113.2	112.784	116.1	118.881	124.216	128.297	133.24	138.143	141.166	142.695	149.174	150.098	151.342	146.37	147.789	146.76	147.258	148.658	147.955	150.773	149.628	150.427	149.79	151.285	148.334	155.566	152.921	155.955	157.649	163.236	165.435	186.892	184.993	190.678	192.354	191.822	193.114	192.314	195.066	196.915	197.938
37135	Orange County, NC	57.567	61.4	65.8	67.5	71.1	69.3	70.8	73.2	74.1	75.9	77.055	77.88	78.644	80.078	81.299	83.604	86.149	88.002	90.396	92.547	94.232	96.118	98.745	102.516	105.94	108.479	110.365	112.831	114.896	116.862	116.103	118.338	117.028	117.719	117.99	119.779	122.202	124.855	127.079	129.32	133.981	134.825	137.817	139.397	140.321	141.298	142.8	143.626	147.98	148.476
37137	Pamlico County, NC	9.467	9.5	9.5	9.5	9.4	9.5	9.7	9.9	10.1	10.1	10.398	10.441	10.636	10.72	10.92	11.037	11.113	11.09	11.185	11.283	11.395	11.475	11.603	11.758	11.926	12.045	12.165	12.163	12.326	12.898	12.885	12.736	12.721	12.629	12.478	12.541	12.444	12.389	12.388	12.351	13.109	13.244	13.019	12.88	12.872	12.741	12.765	12.638	12.633	12.726
37139	Pasquotank County, NC	26.824	27.3	27.3	27.2	27.6	27.5	28.0	28.2	28.0	28.2	28.462	28.535	28.781	28.767	29.116	29.493	30.071	30.371	30.649	31.011	31.403	31.636	32.317	32.966	33.147	33.315	33.947	34.757	35.059	34.913	34.907	34.913	35.501	35.98	36.916	38.21	39.516	40.731	41.349	41.441	40.626	40.266	40.378	39.548	39.436	39.384	39.392	39.386	39.583	39.824
37141	Pender County, NC	18.149	18.2	18.6	19.3	19.8	20.2	20.7	21.1	21.4	21.7	22.262	22.55	22.903	23.241	23.757	24.39	25.198	26.226	27.011	27.985	29.086	30.04	30.958	32.537	33.868	35.194	36.604	38.069	39.585	40.538	41.243	41.714	42.591	43.193	44.442	45.855	47.935	49.759	51.244	52.447	52.415	53.175	53.714	54.779	55.9	57.426	58.771	60.719	62.017	63.06
37143	Perquimans County, NC	8.351	8.5	8.5	8.6	8.5	9.1	8.8	8.9	9.1	9.5	9.486	9.498	9.42	9.472	9.643	9.944	10.039	10.178	10.391	10.449	10.477	10.484	10.501	10.599	10.633	10.661	10.9	11.0	11.125	11.234	11.391	11.454	11.463	11.501	11.559	11.776	12.093	12.429	12.748	12.669	13.48	13.498	13.587	13.634	13.538	13.463	13.402	13.439	13.381	13.463
37145	Person County, NC	25.914	26.4	27.2	27.5	27.6	27.4	27.7	28.0	28.3	28.8	29.164	29.158	29.356	29.312	29.397	29.468	29.7	29.876	30.143	30.071	30.314	30.846	31.211	31.734	32.091	32.95	33.533	34.159	34.772	35.155	35.697	35.844	36.325	36.491	36.577	36.912	37.024	37.26	37.439	37.572	39.411	39.52	39.175	39.239	39.114	39.19	39.27	39.338	39.436	39.49
37147	Pitt County, NC	73.9	75.3	75.0	75.8	76.0	78.9	80.1	80.9	82.0	82.8	90.146	92.047	93.4	94.75	96.164	97.73	99.626	102.001	104.306	106.474	109.054	111.965	114.318	116.728	119.694	122.525	124.861	127.812	130.519	132.554	134.189	135.887	137.77	139.556	141.669	144.311	148.453	152.213	156.019	158.643	168.863	170.791	172.98	174.38	174.974	176.071	177.171	178.607	179.575	180.742
37149	Polk County, NC	11.735	12.0	12.3	12.5	12.6	12.6	12.5	12.7	12.5	12.7	12.984	13.509	13.799	13.734	14.019	14.025	13.997	14.062	14.118	14.29	14.544	14.764	15.29	15.652	16.014	16.544	17.07	17.57	17.726	18.024	18.338	18.477	18.583	18.608	18.723	18.809	19.004	19.096	19.196	19.189	20.475	20.288	20.249	20.388	20.367	20.414	20.414	20.564	20.668	20.724
37151	Randolph County, NC	76.358	79.0	80.4	82.4	84.4	84.7	85.5	86.8	88.5	89.8	91.3	92.666	93.626	94.802	96.392	97.59	99.143	100.987	103.329	105.067	107.194	109.464	111.512	113.108	115.093	117.474	120.566	123.419	126.022	128.722	131.048	132.217	133.191	134.3	135.032	136.624	138.236	139.349	140.928	141.928	141.985	141.858	142.27	142.308	142.474	142.575	143.062	143.037	143.249	143.667
37153	Richmond County, NC	39.889	40.5	41.3	41.1	41.4	42.0	42.7	43.4	44.3	44.8	45.161	45.005	44.468	44.49	44.642	45.103	44.97	44.538	44.625	44.602	44.608	45.037	45.057	45.507	45.459	45.731	46.226	46.365	46.558	46.449	46.58	46.373	46.483	46.051	45.902	45.913	45.791	45.87	45.966	45.923	46.635	46.651	46.359	46.133	45.771	45.429	45.012	44.827	44.888	44.829
37155	Robeson County, NC	84.842	86.9	89.8	91.5	93.2	95.5	97.3	98.6	99.7	100.5	101.61	102.406	103.114	103.629	104.114	104.472	104.108	104.908	105.216	105.116	105.543	106.908	108.918	111.05	112.947	114.936	116.858	118.864	120.876	122.514	123.284	123.501	123.902	124.501	124.534	125.86	126.456	127.674	128.602	129.482	134.493	135.183	135.462	135.136	134.931	134.46	133.383	132.626	131.884	130.625
37157	Rockingham County, NC	72.402	74.5	76.3	77.7	79.1	79.8	80.5	80.4	81.5	82.5	83.426	84.28	84.428	84.666	84.735	85.01	84.934	85.325	85.774	85.746	86.283	86.89	87.195	87.605	88.229	89.251	90.251	90.994	91.429	91.845	92.079	92.114	92.503	92.329	91.756	91.791	92.003	92.115	92.148	92.283	93.661	93.284	92.691	91.896	91.79	91.657	91.308	90.791	90.617	91.01
37159	Rowan County, NC	90.035	91.7	92.1	93.5	93.3	93.8	94.0	95.3	96.6	97.9	99.186	100.319	101.319	101.934	102.161	104.406	105.538	106.017	108.002	109.448	110.999	112.566	114.217	115.947	118.552	120.783	123.519	125.871	127.599	129.436	130.712	132.21	133.377	133.4	133.229	133.755	135.5	137.403	139.821	140.966	138.331	137.805	137.511	137.69	138.08	138.497	139.41	140.356	141.128	142.088
37161	Rutherford County, NC	47.337	49.1	49.9	50.0	50.5	51.0	51.6	52.1	52.7	53.2	53.787	54.521	55.28	54.955	55.816	56.153	55.849	55.933	56.28	56.496	57.196	57.843	58.321	58.906	59.43	60.103	60.409	61.094	61.874	62.511	62.978	63.161	62.988	63.094	62.85	62.813	63.069	63.091	63.464	63.431	67.74	67.416	67.215	66.847	66.561	66.375	66.286	66.529	66.775	67.029
37163	Sampson County, NC	44.954	46.5	47.1	46.7	47.1	48.0	47.8	48.3	48.5	49.0	49.687	49.396	49.17	48.823	48.836	48.449	48.003	48.003	47.876	47.529	47.499	48.574	50.03	51.375	52.708	53.752	54.862	56.6	58.012	59.325	60.302	60.722	61.039	61.534	61.817	62.194	62.636	63.13	63.451	63.791	63.532	63.514	63.708	63.898	63.796	63.559	63.225	63.263	63.345	63.531
37165	Scotland County, NC	26.929	27.5	28.4	29.1	29.5	30.1	30.2	30.9	31.7	32.1	32.273	32.553	32.839	32.958	33.239	33.004	32.982	33.428	33.683	33.566	33.865	34.03	34.22	34.629	34.735	35.021	35.434	35.501	35.675	35.926	35.959	35.876	35.482	35.471	36.402	36.327	36.252	36.302	36.35	36.19	36.062	36.275	36.093	35.911	35.656	35.321	35.309	35.174	34.751	34.823
37167	Stanly County, NC	42.822	44.1	44.8	45.4	45.5	45.7	46.0	46.5	47.0	47.6	48.517	48.555	48.757	48.978	49.744	50.192	50.227	50.547	51.006	51.612	51.906	52.646	53.092	53.585	54.376	54.799	55.455	56.412	56.918	57.791	58.223	58.577	58.521	58.494	58.283	58.477	58.637	59.25	59.759	59.776	60.579	60.53	60.462	60.633	60.618	60.622	60.826	61.505	62.18	62.806
37169	Stokes County, NC	23.782	25.0	26.3	27.2	28.3	29.3	29.8	30.3	31.1	32.2	33.086	33.69	34.256	34.371	34.945	35.371	35.61	36.183	36.401	36.803	37.396	37.806	38.732	39.05	40.207	41.17	42.142	42.906	43.588	44.255	44.724	44.767	44.719	44.814	45.079	45.354	45.799	45.943	46.069	45.983	47.344	47.142	46.731	46.514	46.323	46.159	45.92	45.724	45.511	45.591
37171	Surry County, NC	51.415	52.5	53.6	54.6	55.0	56.1	56.5	57.5	57.9	58.5	59.449	59.637	59.896	59.818	60.276	60.525	60.783	61.1	61.243	61.387	61.969	62.872	63.752	64.837	65.862	66.828	67.582	68.739	69.986	70.942	71.293	71.656	71.912	72.037	71.708	71.905	72.012	72.148	72.428	72.392	73.775	73.496	73.295	72.643	72.487	71.998	72.008	72.107	71.959	71.783
37173	Swain County, NC	8.835	9.2	9.4	9.2	9.4	9.9	10.2	10.3	10.3	10.3	10.283	10.457	10.633	10.751	10.868	10.848	10.955	10.932	10.81	11.157	11.306	11.489	11.599	11.812	11.845	12.011	12.314	12.5	12.642	12.799	13.036	12.993	13.04	13.086	13.093	13.271	13.46	13.37	13.391	13.421	14.006	14.007	14.053	13.977	14.238	14.326	14.19	14.263	14.249	14.271
37175	Transylvania County, NC	19.713	20.0	20.1	20.6	21.2	21.7	22.0	22.5	22.8	23.2	23.417	23.763	24.095	24.26	24.633	24.95	25.404	25.404	25.515	25.604	25.547	25.768	26.114	26.681	27.101	27.304	27.82	28.225	28.853	29.16	29.342	29.279	29.398	29.194	29.252	29.449	29.705	30.01	30.203	30.232	33.085	32.807	32.835	32.827	32.952	33.157	33.393	33.767	34.173	34.385
37177	Tyrrell County, NC	3.806	3.9	3.9	3.7	3.8	3.9	3.9	3.9	4.0	4.0	3.975	4.008	4.059	3.991	4.008	4.017	3.951	3.966	3.914	3.906	3.856	3.791	3.852	3.921	3.878	3.851	3.82	3.775	4.033	4.15	4.111	4.115	4.152	4.224	4.136	4.094	4.116	4.15	4.075	4.051	4.415	4.337	4.122	4.104	4.12	4.139	4.024	4.18	4.115	4.016
37179	Union County, NC	54.714	56.6	58.9	59.9	62.3	63.0	63.6	64.9	66.5	68.1	70.436	72.02	73.308	74.133	75.467	76.715	77.966	79.616	81.387	82.885	84.772	87.227	89.711	92.912	96.3	100.597	104.469	108.519	113.172	118.621	125.592	131.71	138.398	144.283	151.392	160.735	172.349	184.622	193.517	198.351	202.109	204.888	208.069	212.2	217.689	221.949	226.279	231.35	235.83	239.859
37181	Vance County, NC	32.691	32.4	32.6	33.7	33.9	34.0	34.7	35.5	36.0	36.4	36.748	36.942	37.206	37.38	37.52	38.005	38.365	38.648	38.663	38.544	39.042	39.337	39.724	40.009	40.446	40.609	41.069	41.578	42.029	42.53	43.112	43.651	43.542	43.276	43.081	42.889	43.075	42.965	43.042	43.059	45.289	45.288	45.093	44.491	44.517	44.459	44.485	44.281	44.635	44.535
37183	Wake County, NC	229.006	238.2	245.6	254.4	263.0	267.4	272.7	280.2	286.6	293.5	301.429	310.149	316.973	327.627	342.267	359.163	372.079	381.548	396.914	411.341	430.378	446.158	463.218	482.94	504.299	526.599	549.005	570.54	592.534	612.728	633.529	659.096	680.556	701.854	723.414	754.159	793.168	831.915	867.913	895.975	906.87	928.787	952.06	974.198	997.788	1022.319	1048.335	1071.706	1091.273	1111.761
37185	Warren County, NC	15.34	16.5	16.9	16.7	16.2	16.4	16.0	16.3	16.5	16.4	16.232	16.26	16.293	16.415	16.695	16.746	16.853	17.022	17.13	17.2	17.303	17.48	17.734	17.992	18.139	18.515	18.692	19.015	19.805	19.994	19.876	19.853	19.743	19.722	19.706	19.699	19.402	19.44	19.464	19.337	20.987	20.998	20.764	20.6	20.385	20.207	19.884	19.849	19.819	19.731
37187	Washington County, NC	14.038	14.1	13.7	13.9	14.0	15.1	14.9	15.1	14.7	14.9	14.801	14.606	14.476	14.421	14.275	14.281	14.222	14.289	14.265	14.11	14.012	14.15	14.275	14.242	14.413	14.313	14.116	13.985	13.804	13.745	13.661	13.508	13.343	13.333	13.168	13.123	12.982	12.818	12.901	12.812	13.119	12.904	12.662	12.669	12.476	12.247	12.07	11.944	11.769	11.58
37189	Watauga County, NC	23.404	25.0	26.5	27.9	29.6	29.8	30.3	31.1	30.9	31.1	31.666	32.88	33.549	34.029	34.565	35.083	35.557	35.782	36.125	36.737	37.047	37.458	38.41	38.921	39.785	40.569	41.13	41.633	41.92	42.412	42.774	43.21	43.388	43.354	43.168	43.468	44.172	44.574	45.399	45.203	50.972	51.626	52.062	52.295	52.395	53.093	54.14	55.181	56.034	56.177
37191	Wayne County, NC	85.408	87.9	90.2	90.3	91.8	92.5	93.4	94.7	96.8	97.1	97.054	98.066	98.603	99.391	100.393	101.193	100.205	101.296	102.269	103.938	104.896	106.545	107.614	108.374	109.459	111.578	112.898	113.366	113.429	113.176	113.517	113.049	112.639	112.142	113.147	112.821	112.354	112.953	113.077	113.499	122.886	124.038	124.559	124.587	124.586	124.342	124.269	123.034	123.237	123.131
37193	Wilkes County, NC	49.524	51.6	53.2	54.0	54.8	55.5	56.2	57.1	58.2	58.8	58.657	58.934	59.191	59.392	59.78	59.848	59.567	59.886	59.875	59.57	59.502	59.845	60.352	60.676	61.339	61.825	62.884	63.507	64.132	65.092	65.775	66.32	66.519	66.611	66.328	66.426	66.48	66.674	66.732	66.396	69.264	68.948	68.906	68.609	68.414	68.298	68.581	68.489	68.563	68.412
37195	Wilson County, NC	57.486	58.4	58.1	58.9	59.6	60.1	60.2	61.2	61.5	62.3	63.132	63.446	63.816	64.248	64.542	64.38	64.547	65.203	65.493	66.019	66.238	66.925	67.64	67.981	68.953	69.546	70.272	71.028	72.002	73.166	73.93	73.955	74.692	74.907	75.086	75.449	75.786	76.651	77.704	78.327	81.294	81.155	81.396	81.189	81.007	81.24	81.307	81.436	81.392	81.801
37197	Yadkin County, NC	24.599	25.4	26.2	26.5	27.1	27.2	27.6	27.7	27.8	28.2	28.439	28.775	29.072	29.175	29.319	29.352	29.574	29.952	30.291	30.349	30.576	31.038	31.537	32.049	32.698	33.555	34.336	34.891	35.366	35.805	36.461	36.729	37.118	37.067	36.955	37.207	37.421	37.462	37.666	37.683	38.433	38.342	38.144	38.063	37.846	37.619	37.653	37.588	37.481	37.667
37199	Yancey County, NC	12.629	13.0	13.3	13.5	13.6	14.1	14.5	14.6	14.8	14.9	14.934	15.045	15.117	15.052	15.217	15.351	15.467	15.578	15.539	15.5	15.459	15.758	15.876	16.065	16.322	16.574	16.761	17.066	17.26	17.612	17.75	17.832	17.812	17.824	17.918	18.025	18.141	18.402	18.496	18.477	17.805	17.69	17.624	17.549	17.542	17.55	17.61	17.697	17.873	18.069
00000	United States	209.58815002441406	211.4615936279297	213.35177612304688	215.26869201660156	217.21839904785156	219.20529174804688	221.2392120361328	223.32403564453125	225.4496612548828	227.59988403320312	229.76304626464844	231.93896484375	234.13262939453125	236.34400939941406	238.57386779785156	240.82412719726562	243.09893798828125	245.40286254882812	247.7395782470703	250.11318969726562	252.5299530029297	254.97482299804688	257.45428466796875	260.0201721191406	262.7415771484375	265.6588439941406	268.8034362792969	272.1365661621094	275.5426025390625	278.8622741699219	281.9827880859375	284.8523864746094	287.5068359375	290.0276184082031	292.5393371582031	295.1294860839844	297.8273620605469	300.5951843261719	303.3740539550781	306.07635498046875	308.6413879394531	311.0513610839844	313.3354187011719	315.53668212890625	317.7187805175781	319.9291687011719	322.1795959472656	324.45947265625		,
